Team,Name,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VOR
NOP,Tim Frazier,26,65,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,2.4,0.075,-1.5,-0.7,-2.2,-0.1
NOP,Terrence Jones,25,51,1264,16.2,0.518,0.153,0.348,5.4,20,12.6,7.5,1.5,3.4,7.8,21.4,0.5,1.8,2.3,0.088,-2.6,1.3,-1.3,0.2
NOP,Buddy Hield,23,57,1161,9.9,0.503,0.512,0.07,1.7,13.4,7.5,10.3,0.8,0.5,9,20.4,-0.4,0.9,0.5,0.02,-1.9,-1.6,-3.5,-0.4
NOP,Langston Galloway,25,55,1120,11.2,0.508,0.608,0.118,1.9,9.6,5.7,8.8,1.7,0.4,5.7,19.5,0.2,1,1.2,0.052,-0.3,-1.4,-1.8,0.1
NOP,Alexis Ajinca,28,39,584,12.9,0.529,0.022,0.225,8.3,23.8,16,3.1,1.7,3.1,13.7,17.2,0,0.9,1,0.08,-5.1,1,-4.1,-0.3
NOP,DeMarcus Cousins,26,17,574,23.2,0.564,0.306,0.385,6.8,32.2,19.4,20.6,2.1,2.7,14.4,33.1,0.5,1.1,1.6,0.136,2,2.8,4.8,1
NOP,Omer Asik,30,31,482,9.8,0.517,0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,0.4,0.6,1,0.1,-4.3,1.2,-3.1,-0.1
NOP,Donatas Motiejunas,26,34,479,9.1,0.47,0.341,0.355,5.7,16.6,11.1,9.7,1.8,1.9,16.3,17.6,-0.5,0.6,0.2,0.016,-4.2,1.1,-3.1,-0.1
NOP,Tyreke Evans,27,26,474,15.8,0.491,0.308,0.256,1.3,17.9,9.6,31.3,2.4,0.7,13.4,27.2,-0.1,0.7,0.5,0.053,-0.6,0.5,0,0.2
NOP,Jordan Crawford,28,19,442,17.6,0.582,0.436,0.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,0.6,0.3,0.9,0.102,2.6,-3,-0.4,0.2
NOP,Cheick Diallo,20,17,199,16.8,0.51,0,0.276,12.1,26.7,19.4,3.2,1,2.9,7.6,20.5,0.2,0.3,0.5,0.111,-4.6,-1,-5.6,-0.2
NOP,Hollis Thompson,25,9,191,4.7,0.378,0.585,0.22,2.2,13.3,7.7,6.3,1.5,0,4.3,10.9,-0.2,0.2,0,0.007,-4.3,0.2,-4.1,-0.1
NOP,Lance Stephenson,26,6,162,10.3,0.496,0.182,0.145,1.9,9.8,5.9,27.7,0.6,0.5,15.8,19,0,0.1,0.1,0.027,-3,-1.9,-4.8,-0.1
NOP,Anthony Brown,24,9,143,5.9,0.415,0.585,0,4.4,14.8,9.6,5.9,1.7,0.6,10.9,14.2,-0.2,0.2,0,-0.007,-4.3,0,-4.3,-0.1
NOP,Quinn Cook,23,9,111,15.3,0.614,0.293,0.073,0.9,2.9,1.9,20.7,1.3,0,10.6,18.9,0.2,0.1,0.3,0.11,0,-4,-4,-0.1
NOP,Reggie Williams,30,6,79,11.7,0.518,0.478,0.304,2.7,5.4,4,7.2,1.9,0,0,14.6,0.1,0.1,0.2,0.098,-0.8,-1.6,-2.4,0
NOP,Wayne Selden,22,3,47,10,0.82,0.875,0.5,0,11.3,5.6,3,2.1,0,23.5,12,0,0,0.1,0.089,-0.5,-0.7,-1.2,0
NOP,Axel Toupane,24,2,41,8.6,0.688,0.375,0,0,2.6,1.3,0,1.2,2,0,8.6,0.1,0,0.1,0.098,-1.9,-0.6,-2.5,0
NOP,Jarrett Jack,33,2,33,7.7,0.773,0.333,0.667,0,0,0,20.3,3,0,43.6,9.2,0,0,0,0.06,-5.3,-4.1,-9.3,-0.1
NOP,Archie Goodwin,22,3,30,19.7,0.798,0.4,2,0,0,0,4.5,0,2.7,0,13.9,0.2,0,0.2,0.291,2.2,-3.7,-1.5,0
NOP,Omri Casspi,28,1,24,10,0.667,0.444,0,4.4,4.4,4.4,0,0,0,18.2,20.3,0,0,0,0.015,-2.5,-5.6,-8.1,0
NYK,Carmelo Anthony,32,74,2538,17.9,0.535,0.303,0.263,2.6,16,9.3,14.5,1.2,1.1,9,29.1,3.2,1.5,4.7,0.089,1.5,-2.2,-0.7,0.8
NYK,Courtney Lee,31,77,2459,12.2,0.559,0.382,0.139,2.3,9,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,0.081,0.6,-0.7,-0.1,1.1
NYK,Kristaps Porzingis,21,66,2164,17.4,0.546,0.319,0.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,4.5,0.1,0.2,0,0.2,1.2
NYK,Derrick Rose,28,64,2082,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3,0.068,0.2,-2.2,-1.9,0
NYK,Justin Holiday,27,82,1639,12.7,0.549,0.507,0.149,1.8,13.1,7.4,9.2,2,1.5,10.3,16.9,1.3,1.2,2.5,0.073,-0.3,-0.8,-1.1,0.4
NYK,Brandon Jennings,27,58,1428,12.7,0.508,0.466,0.315,1.6,9.9,5.7,28.6,1.9,0.2,17.8,18.1,0.8,0.7,1.5,0.052,-0.3,-2.2,-2.5,-0.2
NYK,Willy Hernangomez,22,72,1324,19,0.564,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,3.4,0.123,-0.6,0.6,0,0.7
NYK,Kyle O'Quinn,26,79,1229,20.5,0.552,0.041,0.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,2.1,1.8,3.9,0.151,-0.1,3.7,3.5,1.7
NYK,Mindaugas Kuzminskas,27,68,1016,12.4,0.533,0.455,0.184,5,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.055,-0.2,-2.5,-2.7,-0.2
NYK,Joakim Noah,31,46,1015,15.2,0.491,0.005,0.386,17.1,25.6,21.4,14.1,1.5,3,19.7,12.6,1,1.2,2.2,0.106,-0.7,2.8,2.1,1.1
NYK,Lance Thomas,28,46,968,8.4,0.516,0.348,0.209,3.5,12.3,7.9,5,1.1,0.4,8.6,13.1,0.6,0.4,0.9,0.046,-2.1,-1.6,-3.7,-0.4
NYK,Ron Baker,23,52,857,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-3.5,-0.9,-4.4,-0.5
NYK,Sasha Vujacic,32,42,408,8.6,0.423,0.544,0.176,3.2,12.4,7.8,17.9,1.6,0.4,9.8,17.3,-0.1,0.2,0.1,0.014,-2.1,-2.2,-4.3,-0.2
NYK,Maurice Ndour,24,32,331,11.3,0.503,0.081,0.302,7.1,13.7,10.4,3.5,2.3,2,11,14.3,0.1,0.3,0.4,0.059,-3.5,-0.3,-3.8,-0.1
NYK,Chasson Randle,23,18,225,12.3,0.555,0.444,0.431,2.9,10.1,6.5,18,1.3,0.4,15.7,19.6,0.3,0.1,0.4,0.075,-0.5,-3,-3.4,-0.1
NYK,Marshall Plumlee,24,21,170,10.9,0.521,0,0.633,14.5,17.8,16.2,8.1,1.2,1.9,23.8,12.8,0,0.1,0.2,0.048,-2.9,0.1,-2.8,0
OKC,Russell Westbrook,28,81,2802,30.6,0.554,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,13.1,0.224,10.9,4.7,15.6,12.4
OKC,Steven Adams,23,80,2389,16.5,0.589,0.002,0.392,13,15.4,14.2,5.4,1.8,2.6,16,16.2,3.3,3.1,6.5,0.13,-0.7,1.2,0.6,1.5
OKC,Andre Roberson,25,79,2376,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,4.2,0.085,-2.1,2.1,0,1.2
OKC,Victor Oladipo,24,67,2222,13.6,0.534,0.378,0.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,1.7,2.3,4,0.085,-0.4,-0.9,-1.3,0.4
OKC,Domantas Sabonis,20,81,1632,6.9,0.469,0.331,0.139,3.1,16.4,9.8,7.2,1.2,1.6,14,15.4,-1,1.8,0.8,0.022,-4.7,-0.1,-4.8,-1.2
OKC,Enes Kanter,24,72,1533,23.7,0.599,0.052,0.387,14.1,20.8,17.4,7.9,1,2,12.5,27.3,4,1.8,5.8,0.183,0.6,-1.9,-1.2,0.3
OKC,Jerami Grant,22,78,1490,10.3,0.566,0.367,0.447,2.8,12,7.4,4.3,1.1,4,9.9,11.8,1.3,1.7,3,0.098,-2.7,1,-1.7,0.1
OKC,Alex Abrines,23,68,1055,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,0.096,-0.3,-2.2,-2.5,-0.1
OKC,Semaj Christon,24,64,973,5.7,0.387,0.283,0.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,-0.7,0.8,0.1,0.006,-5.1,-1.2,-6.3,-1.1
OKC,Joffrey Lauvergne,25,50,739,12.9,0.531,0.32,0.238,7.6,19.8,13.7,10.3,1.2,0.6,12.9,17.8,0.6,0.8,1.4,0.091,-1.9,-1,-2.9,-0.2
OKC,Anthony Morrow,31,40,627,9.2,0.491,0.534,0.117,1.9,3.2,2.6,4.5,1.7,0.3,2.5,16.3,0.4,0.4,0.9,0.069,-1.6,-2.9,-4.5,-0.4
OKC,Taj Gibson,31,23,487,13.8,0.528,0.006,0.218,8.6,14.8,11.7,4.2,1.4,2.5,12.5,19.5,0.2,0.6,0.8,0.076,-3.9,-0.7,-4.6,-0.3
OKC,Doug McDermott,25,22,430,9.3,0.551,0.468,0.137,1.5,11.1,6.3,4.4,0.2,0.2,4.4,13.6,0.5,0.2,0.7,0.08,-2.1,-2.9,-4.9,-0.3
OKC,Kyle Singler,28,32,385,5.9,0.486,0.446,0.205,2.3,11.5,6.9,3.2,0.9,1,10.8,11.2,0,0.3,0.3,0.034,-4.6,-1.3,-5.9,-0.4
OKC,Cameron Payne,22,20,320,6.1,0.402,0.4,0.031,0.7,10.1,5.4,18.3,1.5,1,10.8,19.6,-0.4,0.3,-0.1,-0.012,-4.7,-2,-6.8,-0.4
OKC,Nick Collison,36,20,128,12.9,0.622,0.043,0.348,7.8,19.1,13.4,13.2,0.8,1.2,13.1,10.1,0.3,0.1,0.4,0.145,-1.8,0,-1.8,0
OKC,Norris Cole,28,13,125,5.4,0.381,0.25,0.192,0,9.8,4.9,16.3,3.1,0,11,21.5,-0.2,0.2,-0.1,-0.033,-6.5,-1.7,-8.2,-0.2
OKC,Ersan Ilyasova,29,3,62,6.9,0.469,0.75,0,3.6,25,14.3,2.2,2.4,1.3,20,13.7,-0.1,0.1,0,0.012,-5.8,-0.4,-6.3,-0.1
OKC,Josh Huestis,25,2,31,26.1,0.612,0.364,0.091,14.3,17.9,16.1,15.5,0,7.7,0,15.7,0.1,0,0.2,0.265,3.9,1.8,5.7,0.1
ORL,Elfrid Payton,22,82,2412,17.2,0.52,0.16,0.231,3.9,13.9,8.7,35.7,1.8,1.3,15,21.6,2.4,2,4.4,0.088,0.7,0.2,0.9,1.7
ORL,Aaron Gordon,21,80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,3.7,0.077,-0.2,-0.4,-0.7,0.8
ORL,Evan Fournier,24,68,2234,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,1.7,1.1,2.8,0.059,0.8,-2.2,-1.3,0.4
ORL,Nikola Vucevic,26,75,2163,19.1,0.498,0.073,0.155,8.6,31.3,19.6,16.9,1.7,2.8,9.6,24.8,0.8,3.1,4,0.088,-1.4,2.3,0.9,1.6
ORL,Bismack Biyombo,24,81,1793,12.2,0.546,0,0.69,9.3,25.6,17.2,6,0.7,4.1,17.7,13.2,0.8,2.1,2.9,0.077,-4.2,2,-2.2,-0.1
ORL,Serge Ibaka,27,56,1710,17.5,0.569,0.304,0.129,6.2,18.5,12.2,5.9,1,4.3,8.2,20.8,2.1,1.7,3.8,0.108,-0.1,0.4,0.3,1
ORL,D.J. Augustin,29,78,1538,11,0.524,0.53,0.311,1,7.4,4.1,20.4,1,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-0.9,-3.3,-4.2,-0.9
ORL,Jeff Green,30,69,1534,10.5,0.505,0.346,0.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,0.7,0.022,-2.8,-1.8,-4.6,-1
ORL,C.J. Watson,32,62,1012,9.3,0.507,0.423,0.266,1.7,8.1,4.8,16.1,2.1,0.2,14.5,14.1,0.2,0.6,0.9,0.041,-2.5,-1.1,-3.6,-0.4
ORL,Mario Hezonja,21,65,960,7.2,0.45,0.436,0.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,-1.4,0.8,-0.7,-0.033,-4.8,-0.9,-5.7,-0.9
ORL,Terrence Ross,25,24,748,11.1,0.536,0.506,0.101,0.6,9.6,5,9,2.3,1.4,11.2,18.5,0,0.6,0.6,0.037,-1,-0.2,-1.2,0.1
ORL,Jodie Meeks,29,36,738,13.1,0.567,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,0.5,0.6,1.1,0.073,-0.4,-1.4,-1.8,0
ORL,Damjan Rudez,30,45,314,6.3,0.466,0.727,0,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.1,0.008,-2.8,-1.9,-4.6,-0.2
ORL,C.J. Wilcox,26,22,108,2.9,0.329,0.484,0.065,3.9,8.3,6.1,15.5,0.9,0.7,15.8,15.4,-0.2,0,-0.2,-0.09,-6.5,-2.1,-8.6,-0.2
ORL,Stephen Zimmerman,20,19,108,7.3,0.346,0,0.161,10.8,24.9,17.6,5.3,0.9,3.7,8.3,14.8,-0.1,0.1,0,-0.005,-7.8,0.4,-7.3,-0.1
ORL,Marcus Georges-Hunt,22,5,48,10.2,0.614,0.286,1.429,2.2,18.7,10.2,8.3,1,0,14.9,12.3,0.1,0,0.1,0.107,-3.4,-1.3,-4.7,0
ORL,Patricio Garino,23,5,43,-9.2,0,0.714,0,2.5,15.6,8.9,0,0,0,30,10.2,-0.2,0,-0.2,-0.25,-14.1,-3.3,-17.3,-0.2
ORL,Arinze Onuaku,29,8,28,5.8,0.5,0,0,7.6,16,11.7,9.9,0,2.9,33.3,9.4,0,0,0,-0.005,-6.5,0.7,-5.9,0
ORL,Anthony Brown,24,2,16,18.5,0.5,0.333,0,13.2,35,23.8,23,0,0,10,27.5,0,0,0,0.076,0.9,-1.8,-0.8,0
PHI,Nik Stauskas,23,80,2188,9,0.54,0.566,0.237,1.1,10.3,5.7,12.9,1,1.2,15.5,16.4,0.1,1.4,1.4,0.031,-1.7,-0.7,-2.4,-0.2
PHI,T.J. McConnell,24,81,2133,13.7,0.504,0.107,0.176,2,11,6.5,37.5,3.1,0.4,22.4,14.4,1.4,2.4,3.8,0.084,-2,0.1,-1.9,0
PHI,Dario Saric,22,81,2129,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,1,0.023,-2,-0.2,-2.2,-0.1
PHI,Robert Covington,26,67,2119,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0,3.2,3.1,0.071,-0.7,2,1.4,1.8
PHI,Gerald Henderson,29,72,1667,10.8,0.529,0.313,0.298,2.2,10,6.1,10.5,1.2,0.7,9,17.9,1,1,2,0.059,-1.8,-1.3,-3.1,-0.5
PHI,Sergio Rodriguez,30,68,1518,11.1,0.484,0.47,0.05,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,-0.3,1,0.7,0.023,-1.6,-2.3,-3.8,-0.7
PHI,Ersan Ilyasova,29,53,1447,15.4,0.553,0.46,0.219,5.4,18.5,12,11.5,1.1,0.8,9.9,23.6,1.4,1.3,2.6,0.088,0.9,-1.3,-0.4,0.6
PHI,Richaun Holmes,23,57,1193,18.6,0.611,0.187,0.25,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,2.2,1.6,3.8,0.151,0.2,1.5,1.7,1.1
PHI,Timothe Luwawu-Cabarrot,21,69,1190,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15,17.8,0,0.8,0.8,0.034,-2.8,-1.2,-4,-0.6
PHI,Jahlil Okafor,21,50,1134,14.8,0.546,0,0.335,7.8,15.5,11.7,9,0.9,3.4,14.4,24.1,0.1,1.1,1.2,0.05,-3.4,0.1,-3.3,-0.4
PHI,Joel Embiid,22,31,786,24.1,0.584,0.228,0.569,8.5,25.6,17,16,1.7,7.7,17.9,36,0.5,1.5,1.9,0.117,0,3.2,3.1,1
PHI,Nerlens Noel,22,29,564,20.8,0.634,0.006,0.36,9,19.2,14.1,9,3.7,3.7,12.5,17.8,1.1,1,2.2,0.184,0.2,3.7,3.9,0.8
PHI,Hollis Thompson,25,31,561,9,0.51,0.447,0.126,2.9,13.6,8.2,7,1.2,0.8,5.1,13.7,0.3,0.4,0.7,0.06,-2.3,-0.8,-3,-0.1
PHI,Justin Anderson,23,24,518,12.8,0.564,0.444,0.253,6.4,14.1,10.2,10.4,1.2,1.1,12.6,17.2,0.5,0.4,0.9,0.084,-0.4,-0.6,-1,0.1
PHI,Shawn Long,24,18,234,24.1,0.595,0.174,0.321,19.3,20.8,20,10.7,1.9,3.1,9.5,25.4,0.6,0.3,0.9,0.195,3.4,0,3.4,0.3
PHI,Alex Poythress,23,6,157,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1,4.9,16.9,0.2,0.1,0.3,0.099,-0.6,-1.9,-2.5,0
PHI,Tiago Splitter,32,8,76,15,0.544,0.194,0.355,11.6,20.3,15.9,8.9,0.6,1,14.3,23.9,0.1,0.1,0.1,0.072,-2.6,-2.5,-5,-0.1
PHI,Chasson Randle,23,8,74,17.7,0.671,0.577,0.462,0,7.5,3.7,13.2,2,1.1,8.8,20.1,0.2,0.1,0.3,0.197,2.6,-2.7,-0.1,0
PHI,Jerryd Bayless,28,3,71,8.7,0.453,0.156,0.313,4.6,14,9.3,29.4,0,0,19.8,27.7,-0.1,0,-0.1,-0.067,-5.2,-2.9,-8.2,-0.1
PHI,Jerami Grant,22,2,41,3,0.39,0.118,0.471,0,16.2,8.1,0,0,7.7,12.8,24.9,-0.2,0,-0.1,-0.144,-13.7,-2.5,-16.2,-0.1
PHI,Justin Harper,27,3,31,4.9,0.5,0.583,0,7.1,10.7,8.9,10.5,0,0,25,22.4,-0.1,0,-0.1,-0.103,-5.1,-3.8,-8.9,-0.1
PHO,Devin Booker,20,78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2,0.035,0.4,-2.7,-2.3,-0.2
PHO,Eric Bledsoe,27,66,2176,20.5,0.563,0.3,0.443,2.5,13.8,8,31.1,2,1.2,15.3,28.1,4,1.4,5.3,0.118,3.7,-0.4,3.3,2.9
PHO,T.J. Warren,23,66,2048,15.6,0.539,0.12,0.189,6.5,11.7,9,5.8,1.8,1.5,6.1,19.2,3,1.1,4.1,0.096,0.2,-0.5,-0.3,0.9
PHO,Marquese Chriss,19,82,1743,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-1.6,0,-1.6,0.2
PHO,P.J. Tucker,31,57,1627,10.6,0.517,0.384,0.218,6.1,17,11.4,6.1,2.5,0.7,11.8,11.3,1,1.3,2.4,0.069,-0.7,1.5,0.8,1.2
PHO,Alex Len,23,77,1560,15,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3,0.091,-3,1.3,-1.7,0.1
PHO,Jared Dudley,31,64,1362,10.6,0.579,0.587,0.188,2.4,15.9,9,12.5,1.5,0.9,16.3,13.8,1.1,0.7,1.8,0.064,-0.1,-0.1,-0.3,0.6
PHO,Tyson Chandler,34,47,1298,16.6,0.703,0,0.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,4.1,0.151,-0.7,0.3,-0.3,0.5
PHO,Brandon Knight,25,54,1140,12.4,0.502,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25,0.1,0.2,0.3,0.015,-1.4,-3,-4.5,-0.7
PHO,Tyler Ulis,21,61,1123,13,0.474,0.181,0.162,1.9,7.5,4.6,30.5,2,0.4,14.1,20.3,0.3,0.4,0.7,0.029,-1.5,-2.5,-4,-0.6
PHO,Leandro Barbosa,34,67,963,11.5,0.509,0.25,0.115,1.6,10.3,5.9,13,1.5,0.7,10.4,20,0.3,0.4,0.6,0.031,-2,-2.1,-4.1,-0.5
PHO,Alan Williams,24,47,708,19.5,0.547,0.004,0.419,14,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.142,-1.8,0.1,-1.7,0.1
PHO,Dragan Bender,19,43,574,5.3,0.44,0.627,0.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.029,-4,-0.3,-4.3,-0.3
PHO,Derrick Jones,19,32,545,12,0.604,0.091,0.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-0.5,-0.6,-1.1,0.1
PHO,Ronnie Price,33,14,134,5.9,0.272,0.708,0.167,2.4,6.7,4.5,16.9,3.9,0.6,10.4,9,-0.1,0.1,0,0.002,-3.2,0.8,-2.4,0
PHO,Jarell Eddie,25,5,62,9.7,0.523,0.842,0.474,1.7,10.8,6.1,0,0.8,0,4.2,16.2,0.1,0,0.1,0.054,-1.5,-5.9,-7.3,-0.1
PHO,Elijah Millsap,29,2,23,-3.4,0.19,0.286,0.286,13.8,14.6,14.2,5.6,0,0,20.2,18,-0.1,0,-0.1,-0.233,-10,-3.3,-13.2,-0.1
PHO,John Jenkins,25,4,13,17.3,0.595,0.4,0.4,0,8.6,4.2,11.5,0,0,0,18.9,0,0,0,0.167,1.4,-5.5,-4.1,0
POR,C.J. McCollum,25,80,2796,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.2,-2.3,1,2.1
POR,Damian Lillard,26,75,2694,24.1,0.586,0.389,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,10.4,0.185,6.4,-2,4.3,4.3
POR,Allen Crabbe,24,79,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1,4.2,0.089,0.3,-1.3,-1,0.6
POR,Maurice Harkless,23,77,2223,13.1,0.57,0.311,0.199,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,2.3,1.9,4.2,0.091,0,0.7,0.7,1.5
POR,Al-Farouq Aminu,26,61,1773,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2,15.2,15.4,-0.1,2,1.9,0.051,-2.3,1.2,-1.1,0.4
POR,Evan Turner,28,65,1658,11.4,0.491,0.214,0.187,2.4,14.2,8.3,18.4,1.6,1.2,14.3,18.5,0,1.2,1.2,0.035,-2.5,-0.1,-2.6,-0.3
POR,Mason Plumlee,26,54,1516,18.9,0.552,0.011,0.507,8.7,22.9,15.8,21.4,1.6,3.3,14,18.3,2.8,1.8,4.6,0.147,0.3,2.8,3.1,2
POR,Noah Vonleh,21,74,1265,10.8,0.525,0.074,0.348,11.4,22.5,17,3.4,1.2,1.7,17.1,13.1,0.6,1.2,1.8,0.069,-3.5,-0.3,-3.9,-0.6
POR,Meyers Leonard,24,74,1222,8.9,0.507,0.563,0.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,0.5,0.8,1.4,0.053,-2.1,-1.3,-3.3,-0.4
POR,Ed Davis,27,46,789,11.5,0.563,0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12,1,0.7,1.7,0.104,-2.2,0.1,-2.1,0
POR,Jusuf Nurkic,22,20,584,21.1,0.545,0.004,0.411,12.3,27.1,19.7,17.7,2.1,5.2,18.2,25.7,0.4,1,1.4,0.116,-1.1,3.8,2.7,0.7
POR,Shabazz Napier,25,53,512,13.6,0.533,0.503,0.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.6,0.06,-0.9,-1.3,-2.2,0
POR,Pat Connaughton,24,39,316,11.8,0.645,0.458,0.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13,0.4,0.2,0.6,0.09,-0.9,-1.6,-2.5,0
POR,Jake Layman,22,35,249,4.9,0.404,0.573,0.191,2.7,8,5.3,6.2,1.8,1,10.2,19,-0.4,0.1,-0.3,-0.054,-4.7,-2.7,-7.4,-0.3
POR,Tim Quarterman,22,16,80,10.2,0.511,0.448,0.103,5.5,13.9,9.7,21.1,1.2,3,26.6,22.8,-0.1,0.1,-0.1,-0.044,-4,-0.8,-4.8,-0.1
SAC,Darren Collison,29,68,2063,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.8,-2.3,-1.5,0.3
SAC,DeMarcus Cousins,26,55,1891,26.5,0.562,0.239,0.491,7.1,28.3,17.8,27.4,2,3.6,13.2,37.5,3.4,2.6,6,0.153,4.5,2.6,7.1,4.3
SAC,Ty Lawson,29,69,1732,15.4,0.551,0.226,0.416,3,8.9,6,29.9,2.2,0.3,17.3,19.5,2.2,1,3.2,0.088,0.2,-1.5,-1.3,0.3
SAC,Garrett Temple,30,65,1728,11.2,0.545,0.509,0.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,0.9,1.3,2.2,0.061,-0.3,0.6,0.3,1
SAC,Arron Afflalo,31,61,1580,8.9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-1.4,-2.1,-3.5,-0.6
SAC,Anthony Tolliver,31,65,1477,11.1,0.595,0.655,0.234,4,14.4,9.3,7.7,1.2,1.2,12.6,13.6,1.5,0.8,2.3,0.075,0.2,-0.7,-0.4,0.6
SAC,Willie Cauley-Stein,23,75,1421,16.3,0.558,0.004,0.314,7,20.4,13.8,9.4,1.9,2.8,11.2,19.7,1.4,1.5,2.9,0.1,-2,0.8,-1.2,0.3
SAC,Kosta Koufos,27,71,1419,13.8,0.56,0.003,0.158,9.7,23,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,0.089,-2.6,0.7,-1.9,0
SAC,Matt Barnes,36,54,1367,10.2,0.501,0.551,0.172,4.7,19.9,12.4,16.3,1.3,1.1,16.8,16.4,-0.1,1,1,0.034,-1.2,0.3,-1,0.4
SAC,Ben McLemore,23,61,1176,9.8,0.538,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.2,-2.7,-4.9,-0.9
SAC,Rudy Gay,30,30,1013,17.9,0.559,0.256,0.312,4,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1,1.8,0.087,0.3,0.4,0.7,0.7
SAC,Buddy Hield,23,25,727,14.9,0.6,0.466,0.145,2.6,13.7,8.2,10.3,1.4,0.3,14.4,22.9,0.4,0.4,0.8,0.053,0.7,-2.2,-1.5,0.1
SAC,Skal Labissiere,20,33,612,16.8,0.577,0.037,0.339,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-1.7,-0.9,-2.6,-0.1
